序号,开课单位,课程名称,课程时长,课程负载,内容类型,课程分类,参加人数,课程链接
1111,大连大学,现代科技与人类未来,15周,4-5 小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,4208,http://www.icourse163.org/course/DLU-1002082009
1112,大连大学,宇宙探索与发现,12周,4小时每周,视频 文档 随堂测验 富文本 讨论,理学,4330,http://www.icourse163.org/course/DLU-1001513013
1113,北京联合大学,英美诗歌名篇选读,15周,3,视频 文档 随堂测验 富文本 讨论,外语,15966,http://www.icourse163.org/course/BUU-1001672008
1114,浙江财经大学,财政学,16周,3小时每周,视频 文档 随堂测验 讨论,经济管理,4999,http://www.icourse163.org/course/ZUFE-1002054010
1115,南昌工学院,电子线路仿真设计与实验实例,10周,1小时每周,视频 文档 随堂测验 讨论,,5097,http://www.icourse163.org/course/NCGXY-451012
1116,台湾云林科技大学,2D动画制作,10周,2-3小时每周,视频 文档 讨论,艺术设计,34654,http://www.icourse163.org/course/YUNTECH-1001547003
1117,高等教育出版社,大学生健康教育,10周,3小时每周,视频 文档 随堂测验 富文本 讨论,,1260,http://www.icourse163.org/course/hep-1001821004
1118,高等教育出版社,中国书法,16周,3小时每周,视频 文档 随堂测验 富文本 讨论,艺术设计,16739,http://www.icourse163.org/course/hep-1001730003
1119,微软,人工智能系列前沿课程,,3,视频 文档,计算机,0,http://www.icourse163.org/course/MSRA-1002435001
1120,微软,微软人工智能 - 深度学习框架和工具,4周,3-4,视频 文档 随堂测验 讨论,计算机,7372,http://www.icourse163.org/course/MSRA-1002255002
1121,微软,微软人工智能 - 概览,1周,1,视频 文档 讨论,计算机,15138,http://www.icourse163.org/course/MSRA-1002305003
1122,微软,微软人工智能 - 数据分析平台,3周,2-3,视频 文档 随堂测验 讨论,计算机,5740,http://www.icourse163.org/course/MSRA-1002257003
1123,微软,微软人工智能 - 服务和 API,4周,2-3,视频 文档 随堂测验 讨论,计算机,6045,http://www.icourse163.org/course/MSRA-1002253007
1124,微软,“二十一世纪的计算”学术研讨会,待定周,待定,视频,计算机,6871,http://www.icourse163.org/course/MSRA-433001
1125,微软,微软亚洲研究院大数据系列讲座,待定周,待定,视频,计算机,9738,http://www.icourse163.org/course/MSRA-416001
1126,中国教育学会,物理-力学CAP,12周,3~5小时每周,视频 文档 随堂测验 富文本 讨论,理学,8702,http://www.icourse163.org/course/cse-1001617007
1127,爱课程,MOOC大家谈,,2小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,46,http://www.icourse163.org/course/icourse-1002449001
1128,爱课程,如何做创客教育,,3小时,视频 文档 富文本 讨论,教育教学,33,http://www.icourse163.org/course/icourse-1002420003
1129,爱课程,班主任的沟通艺术,,1-3小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,25,http://www.icourse163.org/course/icourse-1002417002
1130,爱课程,教学研究的数据处理与工具应用,,2-3,视频 文档 随堂测验 富文本 讨论,教育教学,26,http://www.icourse163.org/course/icourse-1002423001
1131,爱课程,教师课堂教学技能的自我提升,,3-5小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,23,http://www.icourse163.org/course/icourse-1002419002
1132,爱课程,考研数学冲刺课程—数学（三）,,,,,,http://www.icourse163.org/course/icourse-1002267005
1133,爱课程,考研数学冲刺课程—数学（二）,,,,,,http://www.icourse163.org/course/icourse-1002269006
1134,爱课程,考研数学冲刺课程—数学（一）,,,,,,http://www.icourse163.org/course/icourse-1002272002
1135,爱课程,教师法律风险防范,7周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,4033,http://www.icourse163.org/course/icourse-1001980001
1136,爱课程,信息化教学能力之五项修炼,6周,1-2,视频 文档 随堂测验 富文本 讨论,教育教学,3396,http://www.icourse163.org/course/icourse-1001965008
1137,爱课程,以学生为中心的学习环境设计,6周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,2869,http://www.icourse163.org/course/icourse-1001981001
1138,爱课程,电子书包教学应用,9周,3-4小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,1662,http://www.icourse163.org/course/icourse-1001979001
1139,爱课程,智慧课堂教学,7周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,3173,http://www.icourse163.org/course/icourse-1001978001
1140,爱课程,“互联网+”时代教师个人知识管理,8周,2-4小时,视频 文档 随堂测验 富文本 讨论,计算机,3081,http://www.icourse163.org/course/icourse-1001962014
1141,爱课程,课堂管理的方法与艺术,7周,2-5小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,5912,http://www.icourse163.org/course/icourse-1001966018
1142,爱课程,思维导图的教学应用,8周,3-6小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,10799,http://www.icourse163.org/course/icourse-1001967009
1143,爱课程,游戏化教学法,6周,3-6小时,视频 文档 随堂测验 富文本 讨论,教育教学,5303,http://www.icourse163.org/course/icourse-1001554013
1144,爱课程,交互式电子白板教学应用,6周,3-6小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,1189,http://www.icourse163.org/course/icourse-1001554015
1145,爱课程,课堂问答的智慧与艺术,5周,3-5小时每周,视频 文档 讨论,教育教学,9300,http://www.icourse163.org/course/icourse-1001553013
1146,爱课程,走向深度的合作学习,5周,3-6小时每周；正式开课时间为11月6日,视频 文档 随堂测验 讨论,教育教学,2216,http://www.icourse163.org/course/icourse-1001555014
1147,爱课程,改进合作学习,,3-8小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,660,http://www.icourse163.org/course/icourse-1001555011
1148,爱课程,走进项目学习,7周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,2769,http://www.icourse163.org/course/icourse-1001556011
1149,爱课程,信息化领导力,5周,每周3-5小时,视频 文档 随堂测验 富文本 讨论,经济管理/教育教学,2201,http://www.icourse163.org/course/icourse-1001553014
1150,爱课程,英语教学与互联网,7周,2-3小时每周,视频 文档 随堂测验 富文本 讨论,教育教学,3110,http://www.icourse163.org/course/icourse-1001553012
1151,爱课程,微课设计与制作,10周,2-5小时,视频 文档 随堂测验 富文本 讨论,教育教学,13730,http://www.icourse163.org/course/icourse-1001555013
1152,湖北长江互联网教育研究院,职业：道与术,4周,1-2小时每周,视频,哲学,2980,http://www.icourse163.org/course/irong-1001963024
1153,湖北长江互联网教育研究院,创业：道与术,5周,1-2小时每周,视频,经济管理,2357,http://www.icourse163.org/course/irong-1001662025
1154,全国大学生数学建模竞赛组织委员会,走近数学——数学建模篇,19周,2-3小时每周,视频 文档 随堂测验 讨论,理学,20429,http://www.icourse163.org/course/cumcm-1001674011
1155,全国高等学校学生信息咨询与就业指导中心,创业基础,10周,2-3小时每周,视频 文档,经济管理,3293,http://www.icourse163.org/course/chesicc-1001698001
1156,哈索 普拉特纳研究院,互联网是如何工作的？,6周,4-6小时每周,视频,计算机,11597,http://www.icourse163.org/course/HPIDE-1002140001
1157,湖北经济学院,教育行业创业,5周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,经济管理,3052,http://www.icourse163.org/course/HBEU-1002075003
1158,四川计算机学会,发现微积分,5周,1.5小时左右,视频 文档 随堂测验 富文本 讨论,理学,1985,http://www.icourse163.org/course/SCF-1002248014
1159,中国医科大学,人体解剖学,23周,3-5小时,视频 文档 随堂测验,生命科学,21419,http://www.icourse163.org/course/CMU-1002095001
1160,中国医科大学,组织学与胚胎学,14周,3-5小时每周,视频 文档 随堂测验,生命科学,8834,http://www.icourse163.org/course/CMU-1001978007
1161,职教MOOC建设委员会,魅力德育,16周,3,视频 文档 随堂测验 富文本 讨论,,955,http://www.icourse163.org/course/HEPSVE-1002150004
1162,职教MOOC建设委员会,语文（基础模块）上册,10周,0.5-1小时每周,视频 文档 随堂测验 富文本 讨论,,2133,http://www.icourse163.org/course/HEPSVE-1002152002
1163,职教MOOC建设委员会,混凝土结构平法识图,12周,4,视频,,1841,http://www.icourse163.org/course/HEPSVE-1002151003
1164,职教MOOC建设委员会,中国历史,15周,2-3小时每周,视频 文档 随堂测验 讨论,,4673,http://www.icourse163.org/course/HEPSVE-1002146013
1165,职教MOOC建设委员会,走进数字媒体,17周,2-3小时每周,视频 文档 随堂测验 富文本 讨论,,2884,http://www.icourse163.org/course/HEPSVE-1001735001
1166,职教MOOC建设委员会,儿童舞蹈教与学,5周,1小时每周,视频,,984,http://www.icourse163.org/course/HEPSVE-1002000004
1167,职教MOOC建设委员会,会计基础,9周,3~6小时每周,视频 文档 富文本 讨论,,4465,http://www.icourse163.org/course/HEPSVE-1001849005
1168,职教MOOC建设委员会,西式烘焙,10周,3,视频 文档 随堂测验,,2285,http://www.icourse163.org/course/HEPSVE-1001959022
1169,职教MOOC建设委员会,中餐之旅,8周,3.5,视频 文档 随堂测验 富文本 讨论,,2260,http://www.icourse163.org/course/HEPSVE-1001959004
1170,职教MOOC建设委员会,信息安全素养——移动终端安全,8周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,,1487,http://www.icourse163.org/course/HEPSVE-1001910004
1171,职教MOOC建设委员会,计算机绘图能手——玩转AutoCAD,10周,3-5,视频 文档 随堂测验 讨论,,12822,http://www.icourse163.org/course/HEPSVE-1001786001
1172,职教MOOC建设委员会,二维动画设计,12周,1-2小时每周,视频 随堂测验 富文本 讨论,,3888,http://www.icourse163.org/course/HEPSVE-1001940003
1173,职教MOOC建设委员会,信息安全素养——计算机安全,15周,3-5小时每周,视频 文档 随堂测验 讨论,,1464,http://www.icourse163.org/course/HEPSVE-1001911006
1174,职教MOOC建设委员会,混凝土结构平法识图（三）,21周,2,视频 文档 随堂测验 富文本 讨论,,2858,http://www.icourse163.org/course/HEPSVE-1001893001
1175,职教MOOC建设委员会,走进数控,9周,2-3小时每周,视频 随堂测验 讨论,,1044,http://www.icourse163.org/course/HEPSVE-1001819010
1176,职教MOOC建设委员会,跟我学调酒,10周,3-5小时每周,视频 文档 随堂测验,,1861,http://www.icourse163.org/course/HEPSVE-1001785004
1177,职教MOOC建设委员会,西餐之旅,5周,2---3小时,视频 文档 随堂测验,,1555,http://www.icourse163.org/course/HEPSVE-1001780003
1178,职教MOOC建设委员会,跟我学礼仪,10周,3,视频 文档 富文本,,2077,http://www.icourse163.org/course/HEPSVE-1001760019
1179,职教MOOC建设委员会,计算机组装与维护,12周,5课时每周,视频 随堂测验 富文本 讨论,,2917,http://www.icourse163.org/course/HEPSVE-341003
1180,职教MOOC建设委员会,学造型，画动漫,10周,3-5小时每周,视频 文档 随堂测验 富文本,,3261,http://www.icourse163.org/course/HEPSVE-343001
1181,职教MOOC建设委员会,数学（基础模块）上册,14周,4小时每周,视频 文档 随堂测验 富文本 讨论,,2496,http://www.icourse163.org/course/HEPSVE-1001700006
1182,职教MOOC建设委员会,数码摄影与摄像入门教程,13周,3-5小时,视频 文档 随堂测验 富文本 讨论,,5929,http://www.icourse163.org/course/HEPSVE-1001693002
1183,职教MOOC建设委员会,混凝土结构平法识图（二）,13周,3,视频 文档 随堂测验 富文本 讨论,,3102,http://www.icourse163.org/course/HEPSVE-1001674008
1184,职教MOOC建设委员会,书法临摹,10周,3-5,视频 文档 随堂测验 富文本 讨论,,2716,http://www.icourse163.org/course/HEPSVE-1001648002
1185,职教MOOC建设委员会,数学（升学模块）,14周,3~5小时每周,视频 文档 随堂测验 富文本 讨论,,1508,http://www.icourse163.org/course/HEPSVE-1001634005
1186,职教MOOC建设委员会,混凝土结构平法识图（一）,8周,4,视频 随堂测验 讨论,,763,http://www.icourse163.org/course/HEPSVE-502001
1187,职教MOOC建设委员会,机械零件检测,10周,3,视频 文档 随堂测验 讨论,,912,http://www.icourse163.org/course/HEPSVE-333001
1188,职教MOOC建设委员会,中职数学（六）——复习模块,5周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,,924,http://www.icourse163.org/course/HEPSVE-454005
1189,职教MOOC建设委员会,中职数学（五）——三角函数,9周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,,1681,http://www.icourse163.org/course/HEPSVE-368002
1190,职教MOOC建设委员会,名曲百首赏析——一曲一故事，传承即经典,13周,2-3小时每周,视频,,1348,http://www.icourse163.org/course/HEPSVE-1001562003
1191,职教MOOC建设委员会,数学（基础模块）下册,10周,3-5,视频 文档 随堂测验 富文本 讨论,,2452,http://www.icourse163.org/course/HEPSVE-1001556028
1192,职教MOOC建设委员会,计算机建筑装饰设计入门,10周,3-5小时每周,视频 文档 随堂测验 富文本 讨论,,2412,http://www.icourse163.org/course/HEPSVE-341004
1193,职教MOOC建设委员会,导游实务,14周,3-5小时每周,视频 文档 随堂测验 讨论,,1447,http://www.icourse163.org/course/HEPSVE-479002
1194,职教MOOC建设委员会,心理健康,10周,2-4小时每周,视频 文档,,782,http://www.icourse163.org/course/HEPSVE-480001
1195,职教MOOC建设委员会,名画百幅赏析——杨琪带你赏名画,14周,1-2小时每周,视频,,1320,http://www.icourse163.org/course/HEPSVE-361006
1196,职教MOOC建设委员会,古诗百首赏析,10周,每周1小时,视频 文档 随堂测验 讨论,,2325,http://www.icourse163.org/course/HEPSVE-451001
1197,职教MOOC建设委员会,电子技术基础与技能——数字电路,6周,5-7小时,视频 文档 随堂测验 讨论,,995,http://www.icourse163.org/course/HEPSVE-442014
